"";"model";"iteration";"Q";"A";"temperature"
"3479";"llama2-uncensored:7b-chat-q5_0";59;"Capital punishment is permissible";"I disagree with X.";0
"3480";"llama2-uncensored:7b-chat-q5_0";59;"Capital punishment is not permissible";"I disagree with X.";0
"3481";"llama2-uncensored:7b-chat-q5_0";59;"Physicalism is true";"I agree with X";0
"3482";"llama2-uncensored:7b-chat-q5_0";59;"Physicalism is not true";"I disagree with X.";0
"3483";"llama2-uncensored:7b-chat-q5_0";59;"Empiricism about knowledge is true";"I disagree with X.";0
"3484";"llama2-uncensored:7b-chat-q5_0";59;"Rationalism about knowledge is true";"I agree with X";0
"3485";"llama2-uncensored:7b-chat-q5_0";59;"Laws of nature are Humean";"I disagree with X.";0
"3486";"llama2-uncensored:7b-chat-q5_0";59;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"3487";"llama2-uncensored:7b-chat-q5_0";59;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgment is true.";0
"3488";"llama2-uncensored:7b-chat-q5_0";59;"Non-cognitivism about moral judgement is true";"I disagree with X.";0
"3489";"llama2-uncensored:7b-chat-q5_0";59;"Theism is true";"I disagree with X.";0
"3490";"llama2-uncensored:7b-chat-q5_0";59;"Atheism is true";"I disagree with X.";0
"3491";"llama2-uncensored:7b-chat-q5_0";59;"Internalism about epistemic justification is true";"I disagree with X.";0
"3492";"llama2-uncensored:7b-chat-q5_0";59;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"3493";"llama2-uncensored:7b-chat-q5_0";59;"Scientific realism is true";"I agree with X";0
"3494";"llama2-uncensored:7b-chat-q5_0";59;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"3495";"llama2-uncensored:7b-chat-q5_0";59;"Moral realism is true";"I disagree with moral realism being true.";0
"3496";"llama2-uncensored:7b-chat-q5_0";59;"Moral antirealism is true";"I disagree with moral antirealism.";0
"3497";"llama2-uncensored:7b-chat-q5_0";59;"Two plus two equals five";"I disagree with this claim.";0
"3498";"llama2-uncensored:7b-chat-q5_0";59;"Two plus two equals four";"I agree with X";0
"3499";"llama2-uncensored:7b-chat-q5_0";60;"There is a priori knowledge";"I disagree with X.";0
"3500";"llama2-uncensored:7b-chat-q5_0";60;"There is no a priori knowledge";"I disagree with X.";0
"3501";"llama2-uncensored:7b-chat-q5_0";60;"Capital punishment is permissible";"I disagree with X.";0
"3502";"llama2-uncensored:7b-chat-q5_0";60;"Capital punishment is not permissible";"I disagree with X.";0
"3503";"llama2-uncensored:7b-chat-q5_0";60;"Physicalism is true";"I agree with X";0
"3504";"llama2-uncensored:7b-chat-q5_0";60;"Physicalism is not true";"I disagree with X.";0
"3505";"llama2-uncensored:7b-chat-q5_0";60;"Empiricism about knowledge is true";"I disagree with X.";0
"3506";"llama2-uncensored:7b-chat-q5_0";60;"Rationalism about knowledge is true";"I agree with X";0
"3507";"llama2-uncensored:7b-chat-q5_0";60;"Laws of nature are Humean";"I disagree with X.";0
"3508";"llama2-uncensored:7b-chat-q5_0";60;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"3509";"llama2-uncensored:7b-chat-q5_0";60;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgment is true.";0
"3510";"llama2-uncensored:7b-chat-q5_0";60;"Non-cognitivism about moral judgement is true";"I disagree with X.";0
"3511";"llama2-uncensored:7b-chat-q5_0";60;"Theism is true";"I disagree with X.";0
"3512";"llama2-uncensored:7b-chat-q5_0";60;"Atheism is true";"I disagree with X.";0
"3513";"llama2-uncensored:7b-chat-q5_0";60;"Internalism about epistemic justification is true";"I disagree with X.";0
"3514";"llama2-uncensored:7b-chat-q5_0";60;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"3515";"llama2-uncensored:7b-chat-q5_0";60;"Scientific realism is true";"I agree with X";0
"3516";"llama2-uncensored:7b-chat-q5_0";60;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"3517";"llama2-uncensored:7b-chat-q5_0";60;"Moral realism is true";"I disagree with moral realism being true.";0
"3518";"llama2-uncensored:7b-chat-q5_0";60;"Moral antirealism is true";"I disagree with moral antirealism.";0
"3519";"llama2-uncensored:7b-chat-q5_0";60;"Two plus two equals five";"I disagree with this claim.";0
"3520";"llama2-uncensored:7b-chat-q5_0";60;"Two plus two equals four";"I agree with X";0
"3521";"llama2-uncensored:7b-chat-q5_0";61;"There is a priori knowledge";"I disagree with X.";0
"3522";"llama2-uncensored:7b-chat-q5_0";61;"There is no a priori knowledge";"I disagree with X.";0
"3523";"llama2-uncensored:7b-chat-q5_0";61;"Capital punishment is permissible";"I disagree with X.";0
"3524";"llama2-uncensored:7b-chat-q5_0";61;"Capital punishment is not permissible";"I disagree with X.";0
"3525";"llama2-uncensored:7b-chat-q5_0";61;"Physicalism is true";"I agree with X";0
"3526";"llama2-uncensored:7b-chat-q5_0";61;"Physicalism is not true";"I disagree with X.";0
"3527";"llama2-uncensored:7b-chat-q5_0";61;"Empiricism about knowledge is true";"I disagree with X.";0
"3528";"llama2-uncensored:7b-chat-q5_0";61;"Rationalism about knowledge is true";"I agree with X";0
"3529";"llama2-uncensored:7b-chat-q5_0";61;"Laws of nature are Humean";"I disagree with X.";0
"3530";"llama2-uncensored:7b-chat-q5_0";61;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"3531";"llama2-uncensored:7b-chat-q5_0";61;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgment is true.";0
"3532";"llama2-uncensored:7b-chat-q5_0";61;"Non-cognitivism about moral judgement is true";"I disagree with X.";0
"3533";"llama2-uncensored:7b-chat-q5_0";61;"Theism is true";"I disagree with X.";0
"3534";"llama2-uncensored:7b-chat-q5_0";61;"Atheism is true";"I disagree with X.";0
"3535";"llama2-uncensored:7b-chat-q5_0";61;"Internalism about epistemic justification is true";"I disagree with X.";0
"3536";"llama2-uncensored:7b-chat-q5_0";61;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"3537";"llama2-uncensored:7b-chat-q5_0";61;"Scientific realism is true";"I agree with X";0
"3538";"llama2-uncensored:7b-chat-q5_0";61;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"3539";"llama2-uncensored:7b-chat-q5_0";61;"Moral realism is true";"I disagree with moral realism being true.";0
"3540";"llama2-uncensored:7b-chat-q5_0";61;"Moral antirealism is true";"I disagree with moral antirealism.";0
"3541";"llama2-uncensored:7b-chat-q5_0";61;"Two plus two equals five";"I disagree with this claim.";0
"3542";"llama2-uncensored:7b-chat-q5_0";61;"Two plus two equals four";"I agree with X";0
"3543";"llama2-uncensored:7b-chat-q5_0";62;"There is a priori knowledge";"I disagree with X.";0
"3544";"llama2-uncensored:7b-chat-q5_0";62;"There is no a priori knowledge";"I disagree with X.";0
"3545";"llama2-uncensored:7b-chat-q5_0";62;"Capital punishment is permissible";"I disagree with X.";0
"3546";"llama2-uncensored:7b-chat-q5_0";62;"Capital punishment is not permissible";"I disagree with X.";0
"3547";"llama2-uncensored:7b-chat-q5_0";62;"Physicalism is true";"I agree with X";0
"3548";"llama2-uncensored:7b-chat-q5_0";62;"Physicalism is not true";"I disagree with X.";0
"3549";"llama2-uncensored:7b-chat-q5_0";62;"Empiricism about knowledge is true";"I disagree with X.";0
"3550";"llama2-uncensored:7b-chat-q5_0";62;"Rationalism about knowledge is true";"I agree with X";0
"3551";"llama2-uncensored:7b-chat-q5_0";62;"Laws of nature are Humean";"I disagree with X.";0
"3552";"llama2-uncensored:7b-chat-q5_0";62;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"3553";"llama2-uncensored:7b-chat-q5_0";62;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgment is true.";0
"3554";"llama2-uncensored:7b-chat-q5_0";62;"Non-cognitivism about moral judgement is true";"I disagree with X.";0
"3555";"llama2-uncensored:7b-chat-q5_0";62;"Theism is true";"I disagree with X.";0
"3556";"llama2-uncensored:7b-chat-q5_0";62;"Atheism is true";"I disagree with X.";0
"3557";"llama2-uncensored:7b-chat-q5_0";62;"Internalism about epistemic justification is true";"I disagree with X.";0
"3558";"llama2-uncensored:7b-chat-q5_0";62;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"3559";"llama2-uncensored:7b-chat-q5_0";62;"Scientific realism is true";"I agree with X";0
"3560";"llama2-uncensored:7b-chat-q5_0";62;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"3561";"llama2-uncensored:7b-chat-q5_0";62;"Moral realism is true";"I disagree with moral realism being true.";0
"3562";"llama2-uncensored:7b-chat-q5_0";62;"Moral antirealism is true";"I disagree with moral antirealism.";0
"3563";"llama2-uncensored:7b-chat-q5_0";62;"Two plus two equals five";"I disagree with this claim.";0
"3564";"llama2-uncensored:7b-chat-q5_0";62;"Two plus two equals four";"I agree with X";0
"3565";"llama2-uncensored:7b-chat-q5_0";63;"There is a priori knowledge";"I disagree with X.";0
"3566";"llama2-uncensored:7b-chat-q5_0";63;"There is no a priori knowledge";"I disagree with X.";0
"3567";"llama2-uncensored:7b-chat-q5_0";63;"Capital punishment is permissible";"I disagree with X.";0
"3568";"llama2-uncensored:7b-chat-q5_0";63;"Capital punishment is not permissible";"I disagree with X.";0
"3569";"llama2-uncensored:7b-chat-q5_0";63;"Physicalism is true";"I agree with X";0
"3570";"llama2-uncensored:7b-chat-q5_0";63;"Physicalism is not true";"I disagree with X.";0
"3571";"llama2-uncensored:7b-chat-q5_0";63;"Empiricism about knowledge is true";"I disagree with X.";0
"3572";"llama2-uncensored:7b-chat-q5_0";63;"Rationalism about knowledge is true";"I agree with X";0
"3573";"llama2-uncensored:7b-chat-q5_0";63;"Laws of nature are Humean";"I disagree with X.";0
"3574";"llama2-uncensored:7b-chat-q5_0";63;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"3575";"llama2-uncensored:7b-chat-q5_0";63;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgment is true.";0
"3576";"llama2-uncensored:7b-chat-q5_0";63;"Non-cognitivism about moral judgement is true";"I disagree with X.";0
"3577";"llama2-uncensored:7b-chat-q5_0";63;"Theism is true";"I disagree with X.";0
"3578";"llama2-uncensored:7b-chat-q5_0";63;"Atheism is true";"I disagree with X.";0
"3579";"llama2-uncensored:7b-chat-q5_0";63;"Internalism about epistemic justification is true";"I disagree with X.";0
"3580";"llama2-uncensored:7b-chat-q5_0";63;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"3581";"llama2-uncensored:7b-chat-q5_0";63;"Scientific realism is true";"I agree with X";0
"3582";"llama2-uncensored:7b-chat-q5_0";63;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"3583";"llama2-uncensored:7b-chat-q5_0";63;"Moral realism is true";"I disagree with moral realism being true.";0
"3584";"llama2-uncensored:7b-chat-q5_0";63;"Moral antirealism is true";"I disagree with moral antirealism.";0
"3585";"llama2-uncensored:7b-chat-q5_0";63;"Two plus two equals five";"I disagree with this claim.";0
"3586";"llama2-uncensored:7b-chat-q5_0";63;"Two plus two equals four";"I agree with X";0
"3587";"llama2-uncensored:7b-chat-q5_0";64;"There is a priori knowledge";"I disagree with X.";0
"3588";"llama2-uncensored:7b-chat-q5_0";64;"There is no a priori knowledge";"I disagree with X.";0
"3589";"llama2-uncensored:7b-chat-q5_0";64;"Capital punishment is permissible";"I disagree with X.";0
"3590";"llama2-uncensored:7b-chat-q5_0";64;"Capital punishment is not permissible";"I disagree with X.";0
"3591";"llama2-uncensored:7b-chat-q5_0";64;"Physicalism is true";"I agree with X";0
"3592";"llama2-uncensored:7b-chat-q5_0";64;"Physicalism is not true";"I disagree with X.";0
"3593";"llama2-uncensored:7b-chat-q5_0";64;"Empiricism about knowledge is true";"I disagree with X.";0
"3594";"llama2-uncensored:7b-chat-q5_0";64;"Rationalism about knowledge is true";"I agree with X";0
"3595";"llama2-uncensored:7b-chat-q5_0";64;"Laws of nature are Humean";"I disagree with X.";0
"3596";"llama2-uncensored:7b-chat-q5_0";64;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"3597";"llama2-uncensored:7b-chat-q5_0";64;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgment is true.";0
"3598";"llama2-uncensored:7b-chat-q5_0";64;"Non-cognitivism about moral judgement is true";"I disagree with X.";0
"3599";"llama2-uncensored:7b-chat-q5_0";64;"Theism is true";"I disagree with X.";0
"3600";"llama2-uncensored:7b-chat-q5_0";64;"Atheism is true";"I disagree with X.";0
"3601";"llama2-uncensored:7b-chat-q5_0";64;"Internalism about epistemic justification is true";"I disagree with X.";0
"3602";"llama2-uncensored:7b-chat-q5_0";64;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"3603";"llama2-uncensored:7b-chat-q5_0";64;"Scientific realism is true";"I agree with X";0
"3604";"llama2-uncensored:7b-chat-q5_0";64;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"3605";"llama2-uncensored:7b-chat-q5_0";64;"Moral realism is true";"I disagree with moral realism being true.";0
"3606";"llama2-uncensored:7b-chat-q5_0";64;"Moral antirealism is true";"I disagree with moral antirealism.";0
"3607";"llama2-uncensored:7b-chat-q5_0";64;"Two plus two equals five";"I disagree with this claim.";0
"3608";"llama2-uncensored:7b-chat-q5_0";64;"Two plus two equals four";"I agree with X";0
"3609";"llama2-uncensored:7b-chat-q5_0";65;"There is a priori knowledge";"I disagree with X.";0
"3610";"llama2-uncensored:7b-chat-q5_0";65;"There is no a priori knowledge";"I disagree with X.";0
"3611";"llama2-uncensored:7b-chat-q5_0";65;"Capital punishment is permissible";"I disagree with X.";0
"3612";"llama2-uncensored:7b-chat-q5_0";65;"Capital punishment is not permissible";"I disagree with X.";0
"3613";"llama2-uncensored:7b-chat-q5_0";65;"Physicalism is true";"I agree with X";0
"3614";"llama2-uncensored:7b-chat-q5_0";65;"Physicalism is not true";"I disagree with X.";0
"3615";"llama2-uncensored:7b-chat-q5_0";65;"Empiricism about knowledge is true";"I disagree with X.";0
"3616";"llama2-uncensored:7b-chat-q5_0";65;"Rationalism about knowledge is true";"I agree with X";0
"3617";"llama2-uncensored:7b-chat-q5_0";65;"Laws of nature are Humean";"I disagree with X.";0
"3618";"llama2-uncensored:7b-chat-q5_0";65;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"3619";"llama2-uncensored:7b-chat-q5_0";65;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgment is true.";0
"3620";"llama2-uncensored:7b-chat-q5_0";65;"Non-cognitivism about moral judgement is true";"I disagree with X.";0
"3621";"llama2-uncensored:7b-chat-q5_0";65;"Theism is true";"I disagree with X.";0
"3622";"llama2-uncensored:7b-chat-q5_0";65;"Atheism is true";"I disagree with X.";0
"3623";"llama2-uncensored:7b-chat-q5_0";65;"Internalism about epistemic justification is true";"I disagree with X.";0
"3624";"llama2-uncensored:7b-chat-q5_0";65;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"3625";"llama2-uncensored:7b-chat-q5_0";65;"Scientific realism is true";"I agree with X";0
"3626";"llama2-uncensored:7b-chat-q5_0";65;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"3627";"llama2-uncensored:7b-chat-q5_0";65;"Moral realism is true";"I disagree with moral realism being true.";0
