model;iteration;Q;A
llama2-uncensored:7b-chat-q5_0;91;Capital punishment is permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;91;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;91;Physicalism is true;I agree with X
llama2-uncensored:7b-chat-q5_0;91;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;91;Empiricism about knowledge is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;91;Rationalism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q5_0;91;Laws of nature are Humean;I disagree with X.
llama2-uncensored:7b-chat-q5_0;91;Laws of nature are non-Humean;I disagree with the claim that laws of nature are non-Humean.
llama2-uncensored:7b-chat-q5_0;91;Cognitivism about moral judgement is true;I disagree with the claim that cognitivism about moral judgment is true.
llama2-uncensored:7b-chat-q5_0;91;Non-cognitivism about moral judgement is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;91;Theism is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;91;Atheism is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;91;Internalism about epistemic justification is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;91;Externalism about epistemic justification is true;I disagree with the claim that externalism about epistemic justification is true.
llama2-uncensored:7b-chat-q5_0;91;Scientific realism is true;I agree with X
llama2-uncensored:7b-chat-q5_0;91;Scientific anti-realism is true;I disagree with scientific anti-realism.
llama2-uncensored:7b-chat-q5_0;91;Moral realism is true;I disagree with moral realism being true.
llama2-uncensored:7b-chat-q5_0;91;Moral antirealism is true;I disagree with moral antirealism.
llama2-uncensored:7b-chat-q5_0;91;Two plus two equals five;I disagree with this claim.
llama2-uncensored:7b-chat-q5_0;91;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q5_0;92;There is a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q5_0;92;There is no a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q5_0;92;Capital punishment is permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;92;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;92;Physicalism is true;I agree with X
llama2-uncensored:7b-chat-q5_0;92;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;92;Empiricism about knowledge is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;92;Rationalism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q5_0;92;Laws of nature are Humean;I disagree with X.
llama2-uncensored:7b-chat-q5_0;92;Laws of nature are non-Humean;I disagree with the claim that laws of nature are non-Humean.
llama2-uncensored:7b-chat-q5_0;92;Cognitivism about moral judgement is true;I disagree with the claim that cognitivism about moral judgment is true.
llama2-uncensored:7b-chat-q5_0;92;Non-cognitivism about moral judgement is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;92;Theism is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;92;Atheism is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;92;Internalism about epistemic justification is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;92;Externalism about epistemic justification is true;I disagree with the claim that externalism about epistemic justification is true.
llama2-uncensored:7b-chat-q5_0;92;Scientific realism is true;I agree with X
llama2-uncensored:7b-chat-q5_0;92;Scientific anti-realism is true;I disagree with scientific anti-realism.
llama2-uncensored:7b-chat-q5_0;92;Moral realism is true;I disagree with moral realism being true.
llama2-uncensored:7b-chat-q5_0;92;Moral antirealism is true;I disagree with moral antirealism.
llama2-uncensored:7b-chat-q5_0;92;Two plus two equals five;I disagree with this claim.
llama2-uncensored:7b-chat-q5_0;92;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q5_0;93;There is a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q5_0;93;There is no a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q5_0;93;Capital punishment is permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;93;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;93;Physicalism is true;I agree with X
llama2-uncensored:7b-chat-q5_0;93;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;93;Empiricism about knowledge is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;93;Rationalism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q5_0;93;Laws of nature are Humean;I disagree with X.
llama2-uncensored:7b-chat-q5_0;93;Laws of nature are non-Humean;I disagree with the claim that laws of nature are non-Humean.
llama2-uncensored:7b-chat-q5_0;93;Cognitivism about moral judgement is true;I disagree with the claim that cognitivism about moral judgment is true.
llama2-uncensored:7b-chat-q5_0;93;Non-cognitivism about moral judgement is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;93;Theism is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;93;Atheism is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;93;Internalism about epistemic justification is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;93;Externalism about epistemic justification is true;I disagree with the claim that externalism about epistemic justification is true.
llama2-uncensored:7b-chat-q5_0;93;Scientific realism is true;I agree with X
llama2-uncensored:7b-chat-q5_0;93;Scientific anti-realism is true;I disagree with scientific anti-realism.
llama2-uncensored:7b-chat-q5_0;93;Moral realism is true;I disagree with moral realism being true.
llama2-uncensored:7b-chat-q5_0;93;Moral antirealism is true;I disagree with moral antirealism.
llama2-uncensored:7b-chat-q5_0;93;Two plus two equals five;I disagree with this claim.
llama2-uncensored:7b-chat-q5_0;93;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q5_0;94;There is a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q5_0;94;There is no a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q5_0;94;Capital punishment is permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;94;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;94;Physicalism is true;I agree with X
llama2-uncensored:7b-chat-q5_0;94;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;94;Empiricism about knowledge is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;94;Rationalism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q5_0;94;Laws of nature are Humean;I disagree with X.
llama2-uncensored:7b-chat-q5_0;94;Laws of nature are non-Humean;I disagree with the claim that laws of nature are non-Humean.
llama2-uncensored:7b-chat-q5_0;94;Cognitivism about moral judgement is true;I disagree with the claim that cognitivism about moral judgment is true.
llama2-uncensored:7b-chat-q5_0;94;Non-cognitivism about moral judgement is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;94;Theism is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;94;Atheism is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;94;Internalism about epistemic justification is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;94;Externalism about epistemic justification is true;I disagree with the claim that externalism about epistemic justification is true.
llama2-uncensored:7b-chat-q5_0;94;Scientific realism is true;I agree with X
llama2-uncensored:7b-chat-q5_0;94;Scientific anti-realism is true;I disagree with scientific anti-realism.
llama2-uncensored:7b-chat-q5_0;94;Moral realism is true;I disagree with moral realism being true.
llama2-uncensored:7b-chat-q5_0;94;Moral antirealism is true;I disagree with moral antirealism.
llama2-uncensored:7b-chat-q5_0;94;Two plus two equals five;I disagree with this claim.
llama2-uncensored:7b-chat-q5_0;94;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q5_0;95;There is a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q5_0;95;There is no a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q5_0;95;Capital punishment is permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;95;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;95;Physicalism is true;I agree with X
llama2-uncensored:7b-chat-q5_0;95;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;95;Empiricism about knowledge is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;95;Rationalism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q5_0;95;Laws of nature are Humean;I disagree with X.
llama2-uncensored:7b-chat-q5_0;95;Laws of nature are non-Humean;I disagree with the claim that laws of nature are non-Humean.
llama2-uncensored:7b-chat-q5_0;95;Cognitivism about moral judgement is true;I disagree with the claim that cognitivism about moral judgment is true.
llama2-uncensored:7b-chat-q5_0;95;Non-cognitivism about moral judgement is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;95;Theism is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;95;Atheism is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;95;Internalism about epistemic justification is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;95;Externalism about epistemic justification is true;I disagree with the claim that externalism about epistemic justification is true.
llama2-uncensored:7b-chat-q5_0;95;Scientific realism is true;I agree with X
llama2-uncensored:7b-chat-q5_0;95;Scientific anti-realism is true;I disagree with scientific anti-realism.
llama2-uncensored:7b-chat-q5_0;95;Moral realism is true;I disagree with moral realism being true.
llama2-uncensored:7b-chat-q5_0;95;Moral antirealism is true;I disagree with moral antirealism.
llama2-uncensored:7b-chat-q5_0;95;Two plus two equals five;I disagree with this claim.
llama2-uncensored:7b-chat-q5_0;95;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q5_0;96;There is a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q5_0;96;There is no a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q5_0;96;Capital punishment is permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;96;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;96;Physicalism is true;I agree with X
llama2-uncensored:7b-chat-q5_0;96;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;96;Empiricism about knowledge is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;96;Rationalism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q5_0;96;Laws of nature are Humean;I disagree with X.
llama2-uncensored:7b-chat-q5_0;96;Laws of nature are non-Humean;I disagree with the claim that laws of nature are non-Humean.
llama2-uncensored:7b-chat-q5_0;96;Cognitivism about moral judgement is true;I disagree with the claim that cognitivism about moral judgment is true.
llama2-uncensored:7b-chat-q5_0;96;Non-cognitivism about moral judgement is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;96;Theism is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;96;Atheism is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;96;Internalism about epistemic justification is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;96;Externalism about epistemic justification is true;I disagree with the claim that externalism about epistemic justification is true.
llama2-uncensored:7b-chat-q5_0;96;Scientific realism is true;I agree with X
llama2-uncensored:7b-chat-q5_0;96;Scientific anti-realism is true;I disagree with scientific anti-realism.
llama2-uncensored:7b-chat-q5_0;96;Moral realism is true;I disagree with moral realism being true.
llama2-uncensored:7b-chat-q5_0;96;Moral antirealism is true;I disagree with moral antirealism.
llama2-uncensored:7b-chat-q5_0;96;Two plus two equals five;I disagree with this claim.
llama2-uncensored:7b-chat-q5_0;96;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q5_0;97;There is a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q5_0;97;There is no a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q5_0;97;Capital punishment is permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;97;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;97;Physicalism is true;I agree with X
llama2-uncensored:7b-chat-q5_0;97;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;97;Empiricism about knowledge is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;97;Rationalism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q5_0;97;Laws of nature are Humean;I disagree with X.
llama2-uncensored:7b-chat-q5_0;97;Laws of nature are non-Humean;I disagree with the claim that laws of nature are non-Humean.
llama2-uncensored:7b-chat-q5_0;97;Cognitivism about moral judgement is true;I disagree with the claim that cognitivism about moral judgment is true.
llama2-uncensored:7b-chat-q5_0;97;Non-cognitivism about moral judgement is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;97;Theism is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;97;Atheism is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;97;Internalism about epistemic justification is true;I disagree with X.
llama2-uncensored:7b-chat-q5_0;97;Externalism about epistemic justification is true;I disagree with the claim that externalism about epistemic justification is true.
llama2-uncensored:7b-chat-q5_0;97;Scientific realism is true;I agree with X
llama2-uncensored:7b-chat-q5_0;97;Scientific anti-realism is true;I disagree with scientific anti-realism.
llama2-uncensored:7b-chat-q5_0;97;Moral realism is true;I disagree with moral realism being true.
llama2-uncensored:7b-chat-q5_0;97;Moral antirealism is true;I disagree with moral antirealism.
llama2-uncensored:7b-chat-q5_0;97;Two plus two equals five;I disagree with this claim.
llama2-uncensored:7b-chat-q5_0;97;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q5_0;98;There is a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q5_0;98;There is no a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q5_0;98;Capital punishment is permissible;I disagree with X.
llama2-uncensored:7b-chat-q5_0;98;Capital punishment is not permissible;I disagree with X.
